epoch,lr,train_loss,train_acc1,train_precision,train_recall,train_f1,eval_loss,eval_acc1,eval_precision,eval_recall,eval_f1,eval_split
177,0.00370090,0.002723,0.999852,0.999851,0.999851,0.999851,1.593697,0.642039,0.638713,0.643379,0.636815,val
178,0.00340319,0.002534,0.999926,0.999926,0.999927,0.999926,1.586917,0.646044,0.642836,0.647682,0.640874,val
179,0.00311757,0.002574,0.999877,0.999876,0.999874,0.999875,1.589013,0.645335,0.642416,0.646477,0.639953,val
180,0.00284413,0.002592,0.999926,0.999926,0.999926,0.999926,1.589292,0.641763,0.638316,0.642984,0.635989,val
181,0.00258292,0.002542,0.999926,0.999926,0.999926,0.999926,1.584544,0.644742,0.642136,0.646251,0.639576,val
182,0.00233402,0.002661,0.999877,0.999877,0.999876,0.999877,1.592288,0.643006,0.641621,0.644401,0.638224,val
183,0.00209750,0.002608,0.999901,0.999901,0.999901,0.999901,1.587714,0.643341,0.640550,0.645134,0.638187,val
184,0.00187341,0.002579,0.999926,0.999926,0.999925,0.999925,1.588407,0.643716,0.640250,0.645153,0.638290,val
185,0.00166181,0.002530,0.999926,0.999926,0.999926,0.999926,1.589235,0.642414,0.638896,0.643785,0.637044,val
186,0.00146276,0.002618,0.999901,0.999902,0.999901,0.999901,1.585781,0.644150,0.640516,0.645565,0.638617,val
187,0.00127631,0.002515,0.999951,0.999951,0.999951,0.999951,1.581908,0.643992,0.640756,0.645768,0.639138,val
188,0.00110251,0.002580,0.999877,0.999876,0.999876,0.999876,1.581234,0.645552,0.642888,0.646827,0.640807,val
189,0.00094140,0.002533,0.999877,0.999876,0.999876,0.999876,1.580772,0.645335,0.642340,0.646132,0.640095,val
190,0.00079302,0.002611,0.999890,0.999926,0.999926,0.999926,1.583183,0.643757,0.639836,0.644449,0.637974,val
191,0.00065742,0.002477,0.999901,0.999901,0.999901,0.999901,1.584651,0.643223,0.639423,0.644498,0.637507,val
192,0.00053463,0.002636,0.999852,0.999852,0.999851,0.999851,1.580421,0.644959,0.641387,0.646308,0.639767,val
193,0.00042467,0.002501,0.999926,0.999925,0.999927,0.999926,1.586156,0.643006,0.639213,0.644556,0.637232,val
194,0.00032759,0.002495,0.999951,0.999950,0.999950,0.999950,1.586230,0.642748,0.639400,0.644556,0.637542,val
195,0.00024339,0.002517,0.999926,0.999926,0.999925,0.999926,1.586575,0.644684,0.640887,0.645827,0.639149,val
196,0.00017212,0.002547,0.999951,0.999950,0.999951,0.999951,1.587301,0.641704,0.637906,0.643139,0.635772,val
197,0.00011378,0.002586,0.999951,0.999950,0.999951,0.999950,1.590123,0.642948,0.639000,0.643953,0.637203,val
198,0.00006838,0.002533,0.999926,0.999926,0.999926,0.999926,1.578241,0.641980,0.637621,0.643358,0.636539,val
199,0.00003595,0.002663,0.999841,0.999877,0.999878,0.999877,1.586678,0.641270,0.636332,0.643303,0.635265,val
200,0.00001649,0.002535,0.999901,0.999901,0.999901,0.999901,1.587437,0.644426,0.641943,0.646584,0.639854,val
