dataset,architecture,comparison_key,comparison,condition,mode,M,cutout_area,condition_a,condition_b,M_a,M_b,metric,metric_label,difference_interpretation,n_paired_seeds,seeds_paired,seeds_missing,mean_paired_difference,sample_variance,sample_std,standard_error,ci95_low,ci95_high,min,max,seed_42_difference,seed_43_difference,seed_44_difference,seed_level_differences
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,4.0,0.1,Random cutout M4,No cutout,4,,best_validation_accuracy,Best validation accuracy,positive means Random cutout M4 is higher than No cutout,3,42;43;44,,-0.019422666666666626,2.6349054333333366e-05,0.005133132993926162,0.0029636157158294194,-0.03217407591678803,-0.006671257416545218,-0.02413199999999993,-0.013950999999999936,-0.02413199999999993,-0.013950999999999936,-0.02018500000000001,42:-0.0241320000;43:-0.0139510000;44:-0.0201850000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,4.0,0.1,Random cutout M4,No cutout,4,,final_validation_accuracy,Final validation accuracy,positive means Random cutout M4 is higher than No cutout,3,42;43;44,,-0.018156666666666637,0.00015908435633333343,0.012612864715572486,0.0072820408387881085,-0.04948875956100368,0.013175426227670404,-0.03225699999999998,-0.007948999999999984,-0.03225699999999998,-0.014263999999999943,-0.007948999999999984,42:-0.0322570000;43:-0.0142640000;44:-0.0079490000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,4.0,0.1,Random cutout M4,No cutout,4,,maximum_validation_drawdown,Maximum validation drawdown,positive means Random cutout M4 is higher than No cutout,3,42;43;44,,0.05565800000000002,0.0039289293069999925,0.06268117187002803,0.03618899145228188,-0.10005066286489642,0.21136666286489644,0.014291000000000054,0.12777599999999995,0.014291000000000054,0.12777599999999995,0.024907000000000068,42:0.0142910000;43:0.1277760000;44:0.0249070000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,4.0,0.1,Random cutout M4,No cutout,4,,validation_aulc,Normalized validation AULC,positive means Random cutout M4 is higher than No cutout,3,42;43;44,,-0.004591087542087517,2.649423261002382e-06,0.0016277049059956728,0.0009397558656378763,-0.008634530682824458,-0.000547644401350576,-0.006460262626262647,-0.003486025252525282,-0.006460262626262647,-0.003486025252525282,-0.0038269747474746207,42:-0.0064602626;43:-0.0034860253;44:-0.0038269747
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,4.0,0.2,Random cutout M4,No cutout,4,,best_to_final_degradation,Best-to-final degradation,positive means Random cutout M4 is higher than No cutout,3,42;43;44,,-0.005217666666666602,5.759385033333299e-05,0.007589061228724736,0.0043815465433007785,-0.024069939862433005,0.0136346065290998,-0.01230399999999987,0.00279000000000007,0.00279000000000007,-0.0061390000000000056,-0.01230399999999987,42:0.0027900000;43:-0.0061390000;44:-0.0123040000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,4.0,0.2,Random cutout M4,No cutout,4,,best_validation_accuracy,Best validation accuracy,positive means Random cutout M4 is higher than No cutout,3,42;43;44,,-0.02202666666666664,6.115609733333265e-05,0.007820236398813827,0.004515015589981673,-0.04145321082049325,-0.0026001225128400307,-0.02698999999999996,-0.013012000000000024,-0.02698999999999996,-0.013012000000000024,-0.026077999999999935,42:-0.0269900000;43:-0.0130120000;44:-0.0260780000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,4.0,0.2,Random cutout M4,No cutout,4,,final_validation_accuracy,Final validation accuracy,positive means Random cutout M4 is higher than No cutout,3,42;43;44,,-0.016809000000000036,0.000138091081,0.011751216149828918,0.006784567807409204,-0.0460006391978174,0.012382639197817326,-0.02978000000000003,-0.006873000000000018,-0.02978000000000003,-0.006873000000000018,-0.013774000000000064,42:-0.0297800000;43:-0.0068730000;44:-0.0137740000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,4.0,0.2,Random cutout M4,No cutout,4,,maximum_validation_drawdown,Maximum validation drawdown,positive means Random cutout M4 is higher than No cutout,3,42;43;44,,0.05023233333333336,0.000977251977333332,0.031261029690868025,0.01804856390716754,-0.027424369432819153,0.12788903609948588,0.026337,0.08561099999999999,0.08561099999999999,0.026337,0.03874900000000009,42:0.0856110000;43:0.0263370000;44:0.0387490000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,4.0,0.2,Random cutout M4,No cutout,4,,validation_aulc,Normalized validation AULC,positive means Random cutout M4 is higher than No cutout,3,42;43;44,,-0.010543944444444434,5.235781807697933e-06,0.002288183080021774,0.0013210831172057182,-0.016228106325129315,-0.004859782563759554,-0.012112606060605824,-0.007918348484848514,-0.012112606060605824,-0.007918348484848514,-0.011600878787878965,42:-0.0121126061;43:-0.0079183485;44:-0.0116008788
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,4.0,0.3,Random cutout M4,No cutout,4,,best_to_final_degradation,Best-to-final degradation,positive means Random cutout M4 is higher than No cutout,3,42;43;44,,-0.0016969999999999485,8.883378999999688e-06,0.0029804997903035806,0.0017207923562513954,-0.00910097192923547,0.005706971929235573,-0.0035519999999998886,0.0017409999999999926,0.0017409999999999926,-0.0032799999999999496,-0.0035519999999998886,42:0.0017410000;43:-0.0032800000;44:-0.0035520000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,4.0,0.3,Random cutout M4,No cutout,4,,best_validation_accuracy,Best validation accuracy,positive means Random cutout M4 is higher than No cutout,3,42;43;44,,-0.012762666666666625,9.18590633333359e-06,0.00303082601502191,0.0017498482156398205,-0.02029165586861967,-0.005233677464713579,-0.016006999999999993,-0.010003999999999902,-0.016006999999999993,-0.012276999999999982,-0.010003999999999902,42:-0.0160070000;43:-0.0122770000;44:-0.0100040000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,4.0,0.3,Random cutout M4,No cutout,4,,final_validation_accuracy,Final validation accuracy,positive means Random cutout M4 is higher than No cutout,3,42;43;44,,-0.011065666666666677,3.510944033333311e-05,0.005925321960310099,0.0034209862288202366,-0.025784982403088942,0.0036536490697555903,-0.017747999999999986,-0.006452000000000013,-0.017747999999999986,-0.008997000000000033,-0.006452000000000013,42:-0.0177480000;43:-0.0089970000;44:-0.0064520000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,4.0,0.3,Random cutout M4,No cutout,4,,maximum_validation_drawdown,Maximum validation drawdown,positive means Random cutout M4 is higher than No cutout,3,42;43;44,,-0.020828666666666606,0.004218732133333327,0.0649517677460231,0.03749992059250849,-0.1821778023754793,0.14052046904214607,-0.08550199999999986,0.04439800000000005,0.04439800000000005,-0.021382000000000012,-0.08550199999999986,42:0.0443980000;43:-0.0213820000;44:-0.0855020000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,4.0,0.3,Random cutout M4,No cutout,4,,validation_aulc,Normalized validation AULC,positive means Random cutout M4 is higher than No cutout,3,42;43;44,,-0.005791272727272719,1.8134567293413257e-05,0.004258470064872273,0.00245862883828997,-0.016369898810179643,0.004787353355634206,-0.008832813131313122,-0.000924409090909184,-0.008832813131313122,-0.007616595959595851,-0.000924409090909184,42:-0.0088328131;43:-0.0076165960;44:-0.0009244091
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,8.0,0.05,Random cutout M8,No cutout,8,,best_to_final_degradation,Best-to-final degradation,positive means Random cutout M8 is higher than No cutout,3,42;43;44,,-0.0017340000000000133,2.128922499999994e-05,0.004614024815711326,0.002663908469398548,-0.013195873048091441,0.009727873048091414,-0.006969000000000003,0.0017409999999999926,0.0017409999999999926,2.599999999997049e-05,-0.006969000000000003,42:0.0017410000;43:0.0000260000;44:-0.0069690000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,8.0,0.05,Random cutout M8,No cutout,8,,best_validation_accuracy,Best validation accuracy,positive means Random cutout M8 is higher than No cutout,3,42;43;44,,-0.022389999999999983,7.3280590000000226e-06,0.002707038788048672,0.0015629095729866591,-0.029114657140815497,-0.01566534285918447,-0.025492999999999988,-0.020511999999999975,-0.025492999999999988,-0.020511999999999975,-0.02116499999999999,42:-0.0254930000;43:-0.0205120000;44:-0.0211650000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,8.0,0.05,Random cutout M8,No cutout,8,,final_validation_accuracy,Final validation accuracy,positive means Random cutout M8 is higher than No cutout,3,42;43;44,,-0.02065599999999997,4.2507803999999964e-05,0.006519800917205982,0.003764208814611643,-0.03685208333214484,-0.004459916667855099,-0.02723399999999998,-0.014195999999999986,-0.02723399999999998,-0.020537999999999945,-0.014195999999999986,42:-0.0272340000;43:-0.0205380000;44:-0.0141960000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,8.0,0.05,Random cutout M8,No cutout,8,,maximum_validation_drawdown,Maximum validation drawdown,positive means Random cutout M8 is higher than No cutout,3,42;43;44,,0.18468233333333336,0.04337690307433334,0.20827122478713506,0.12024544769530549,-0.3326920704522761,0.7020567371189429,-0.0013619999999999743,0.40968000000000004,0.40968000000000004,-0.0013619999999999743,0.145729,42:0.4096800000;43:-0.0013620000;44:0.1457290000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,8.0,0.05,Random cutout M8,No cutout,8,,validation_aulc,Normalized validation AULC,positive means Random cutout M8 is higher than No cutout,3,42;43;44,,-0.008152909090909191,5.626192122316436e-05,0.007500794706107104,0.0043305858427070566,-0.026785916089147828,0.010480097907329443,-0.016777595959595937,-0.0031528131313133256,-0.016777595959595937,-0.004528318181818314,-0.0031528131313133256,42:-0.0167775960;43:-0.0045283182;44:-0.0031528131
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,8.0,0.1,Random cutout M8,No cutout,8,,best_to_final_degradation,Best-to-final degradation,positive means Random cutout M8 is higher than No cutout,3,42;43;44,,-0.0018243333333333538,0.00010056761633333291,0.010028340657024615,0.00578986517785843,-0.026736112546664158,0.023087445879997448,-0.011677999999999966,0.008369999999999989,0.008369999999999989,-0.0021650000000000835,-0.011677999999999966,42:0.0083700000;43:-0.0021650000;44:-0.0116780000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,8.0,0.1,Random cutout M8,No cutout,8,,best_validation_accuracy,Best validation accuracy,positive means Random cutout M8 is higher than No cutout,3,42;43;44,,-0.01855166666666667,4.792620133333301e-05,0.006922875221563148,0.003996923872735674,-0.03574904207894036,-0.0013542912543929794,-0.023260999999999976,-0.010603000000000029,-0.023260999999999976,-0.010603000000000029,-0.021791000000000005,42:-0.0232610000;43:-0.0106030000;44:-0.0217910000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,8.0,0.1,Random cutout M8,No cutout,8,,final_validation_accuracy,Final validation accuracy,positive means Random cutout M8 is higher than No cutout,3,42;43;44,,-0.016727333333333316,0.00016729086633333299,0.012934097043602735,0.007467504409848782,-0.04885741156799366,0.01540274490132703,-0.031630999999999965,-0.008437999999999946,-0.031630999999999965,-0.008437999999999946,-0.010113000000000039,42:-0.0316310000;43:-0.0084380000;44:-0.0101130000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,8.0,0.1,Random cutout M8,No cutout,8,,maximum_validation_drawdown,Maximum validation drawdown,positive means Random cutout M8 is higher than No cutout,3,42;43;44,,0.11838,0.009031437978999995,0.09503387805935311,0.05486783507970159,-0.11769724038999964,0.35445724038999965,0.037565000000000015,0.22307699999999997,0.22307699999999997,0.09449800000000003,0.037565000000000015,42:0.2230770000;43:0.0944980000;44:0.0375650000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,8.0,0.1,Random cutout M8,No cutout,8,,validation_aulc,Normalized validation AULC,positive means Random cutout M8 is higher than No cutout,3,42;43;44,,-0.0053146582491582954,2.3104949261766598e-05,0.004806760786825843,0.0027751846342040382,-0.01725531399152412,0.006625997493207531,-0.010724111111111045,-0.00153368181818192,-0.010724111111111045,-0.0036861818181819217,-0.00153368181818192,42:-0.0107241111;43:-0.0036861818;44:-0.0015336818
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,8.0,0.2,Random cutout M8,No cutout,8,,best_to_final_degradation,Best-to-final degradation,positive means Random cutout M8 is higher than No cutout,3,42;43;44,,-0.0034396666666666187,6.713141433333344e-05,0.008193376247514417,0.004730447982074335,-0.023793141590442036,0.0169138082571088,-0.011677999999999966,0.0047080000000000455,0.0047080000000000455,-0.0033489999999999354,-0.011677999999999966,42:0.0047080000;43:-0.0033490000;44:-0.0116780000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,8.0,0.2,Random cutout M8,No cutout,8,,best_validation_accuracy,Best validation accuracy,positive means Random cutout M8 is higher than No cutout,3,42;43;44,,-0.018969333333333283,3.211584333333348e-06,0.0017920893764914036,0.0010346632839291804,-0.023421130136470136,-0.01451753653019643,-0.02060699999999993,-0.01705499999999993,-0.02060699999999993,-0.01705499999999993,-0.019245999999999985,42:-0.0206070000;43:-0.0170550000;44:-0.0192460000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,8.0,0.2,Random cutout M8,No cutout,8,,final_validation_accuracy,Final validation accuracy,positive means Random cutout M8 is higher than No cutout,3,42;43;44,,-0.015529666666666664,8.123332233333296e-05,0.009012953030684947,0.005203630858459408,-0.037919083185267585,0.006859749851934258,-0.025314999999999976,-0.007568000000000019,-0.025314999999999976,-0.013705999999999996,-0.007568000000000019,42:-0.0253150000;43:-0.0137060000;44:-0.0075680000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,8.0,0.2,Random cutout M8,No cutout,8,,maximum_validation_drawdown,Maximum validation drawdown,positive means Random cutout M8 is higher than No cutout,3,42;43;44,,0.029357666666666744,0.014873056704333337,0.1219551421807762,0.07041083416713023,-0.2735957011778662,0.33231103451119964,-0.09313799999999994,0.1507650000000001,0.030446000000000084,-0.09313799999999994,0.1507650000000001,42:0.0304460000;43:-0.0931380000;44:0.1507650000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,8.0,0.2,Random cutout M8,No cutout,8,,validation_aulc,Normalized validation AULC,positive means Random cutout M8 is higher than No cutout,3,42;43;44,,-0.00589209427609431,2.7796848517125326e-05,0.005272271665717286,0.003043947465442712,-0.0189891431479879,0.00720495459579928,-0.010715131313131399,-0.00026334343434331053,-0.006697808080808221,-0.00026334343434331053,-0.010715131313131399,42:-0.0066978081;43:-0.0002633434;44:-0.0107151313
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,8.0,0.3,Random cutout M8,No cutout,8,,best_to_final_degradation,Best-to-final degradation,positive means Random cutout M8 is higher than No cutout,3,42;43;44,,0.002558666666666672,2.6103004333333856e-05,0.005109109935530244,0.002949745996597778,-0.010133065998139611,0.015250399331472956,-0.0008030000000001092,0.008438000000000057,0.008438000000000057,-0.0008030000000001092,4.100000000006876e-05,42:0.0084380000;43:-0.0008030000;44:0.0000410000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,8.0,0.3,Random cutout M8,No cutout,8,,best_validation_accuracy,Best validation accuracy,positive means Random cutout M8 is higher than No cutout,3,42;43;44,,-0.015924666666666625,2.128028033333319e-05,0.0046130554227467495,0.002663348790109499,-0.02738413160913715,-0.004465201724196099,-0.02109699999999992,-0.012235999999999914,-0.02109699999999992,-0.014441000000000037,-0.012235999999999914,42:-0.0210970000;43:-0.0144410000;44:-0.0122360000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,8.0,0.3,Random cutout M8,No cutout,8,,final_validation_accuracy,Final validation accuracy,positive means Random cutout M8 is higher than No cutout,3,42;43;44,,-0.018483333333333296,9.206758233333354e-05,0.009595185372536246,0.005539782857758161,-0.042319095169382134,0.005352428502715539,-0.029534999999999978,-0.012276999999999982,-0.029534999999999978,-0.013637999999999928,-0.012276999999999982,42:-0.0295350000;43:-0.0136380000;44:-0.0122770000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,8.0,0.3,Random cutout M8,No cutout,8,,maximum_validation_drawdown,Maximum validation drawdown,positive means Random cutout M8 is higher than No cutout,3,42;43;44,,-0.05620333333333327,0.007148425950333329,0.08454836456332748,0.04881402104017974,-0.266233114219809,0.15382644755314248,-0.12268599999999996,0.038953000000000015,0.038953000000000015,-0.12268599999999996,-0.08487699999999987,42:0.0389530000;43:-0.1226860000;44:-0.0848770000
RawMal-TF,resnet18,random_minus_no_cutout,Random cutout minus no cutout,Random cutout,random,8.0,0.3,Random cutout M8,No cutout,8,,validation_aulc,Normalized validation AULC,positive means Random cutout M8 is higher than No cutout,3,42;43;44,,-0.0037840993265991774,1.1175747565511648e-05,0.0033430147420422255,0.0019300904612229663,-0.012088608318555884,0.004520409665357529,-0.007641262626262413,-0.001723358585858481,-0.007641262626262413,-0.001723358585858481,-0.0019876767676766383,42:-0.0076412626;43:-0.0017233586;44:-0.0019876768
RawMal-TF,resnet18,m8_minus_m4,M8 minus M4,High-saliency cutout,cam_high,,0.05,High-saliency cutout M8,High-saliency cutout M4,8,4.0,best_to_final_degradation,Best-to-final degradation,positive means High-saliency cutout M8 is higher than High-saliency cutout M4,3,42;43;44,,-0.0007893333333333086,1.496234433333349e-05,0.0038681189657679207,0.002233259526143606,-0.010398273530095455,0.008819606863428838,-0.004844999999999988,0.002859000000000056,-0.00038199999999999346,0.002859000000000056,-0.004844999999999988,42:-0.0003820000;43:0.0028590000;44:-0.0048450000
RawMal-TF,resnet18,m8_minus_m4,M8 minus M4,High-saliency cutout,cam_high,,0.05,High-saliency cutout M8,High-saliency cutout M4,8,4.0,best_validation_accuracy,Best validation accuracy,positive means High-saliency cutout M8 is higher than High-saliency cutout M4,3,42;43;44,,-0.006541999999999974,9.492719700000045e-05,0.009743058913914072,0.005625157686678673,-0.030745100076769356,0.017661100076769406,-0.016944999999999988,0.0023690000000000655,-0.005049999999999999,-0.016944999999999988,0.0023690000000000655,42:-0.0050500000;43:-0.0169450000;44:0.0023690000
RawMal-TF,resnet18,m8_minus_m4,M8 minus M4,High-saliency cutout,cam_high,,0.05,High-saliency cutout M8,High-saliency cutout M4,8,4.0,final_validation_accuracy,Final validation accuracy,positive means High-saliency cutout M8 is higher than High-saliency cutout M4,3,42;43;44,,-0.0057526666666666655,0.00018337545733333464,0.013541619450174142,0.007818257634821513,-0.03939191422228111,0.02788658088894778,-0.019804000000000044,0.007214000000000054,-0.0046680000000000055,-0.019804000000000044,0.007214000000000054,42:-0.0046680000;43:-0.0198040000;44:0.0072140000
RawMal-TF,resnet18,m8_minus_m4,M8 minus M4,High-saliency cutout,cam_high,,0.05,High-saliency cutout M8,High-saliency cutout M4,8,4.0,maximum_validation_drawdown,Maximum validation drawdown,positive means High-saliency cutout M8 is higher than High-saliency cutout M4,3,42;43;44,,0.041871333333333295,0.039176747526333315,0.19793116865802948,0.11427561350573055,-0.44981694707938397,0.5335596137460505,-0.18666899999999997,0.15807399999999994,0.15420899999999993,0.15807399999999994,-0.18666899999999997,42:0.1542090000;43:0.1580740000;44:-0.1866690000
RawMal-TF,resnet18,m8_minus_m4,M8 minus M4,High-saliency cutout,cam_high,,0.05,High-saliency cutout M8,High-saliency cutout M4,8,4.0,validation_aulc,Normalized validation AULC,positive means High-saliency cutout M8 is higher than High-saliency cutout M4,3,42;43;44,,-0.007067922558922597,6.147981138313334e-05,0.007840906285827764,0.004526949354813289,-0.026545813558580076,0.012409968440734883,-0.012482792929292996,0.0019235555555555672,-0.010644530303030364,-0.012482792929292996,0.0019235555555555672,42:-0.0106445303;43:-0.0124827929;44:0.0019235556
RawMal-TF,resnet18,m8_minus_m4,M8 minus M4,High-saliency cutout,cam_high,,0.1,High-saliency cutout M8,High-saliency cutout M4,8,4.0,best_to_final_degradation,Best-to-final degradation,positive means High-saliency cutout M8 is higher than High-saliency cutout M4,3,42;43;44,,-0.003266666666666751,9.624569733333243e-05,0.009810489148525288,0.005664088550782978,-0.027637272732152326,0.021103939398818824,-0.014468000000000036,0.003797999999999857,0.0008699999999999264,-0.014468000000000036,0.003797999999999857,42:0.0008700000;43:-0.0144680000;44:0.0037980000
RawMal-TF,resnet18,m8_minus_m4,M8 minus M4,High-saliency cutout,cam_high,,0.1,High-saliency cutout M8,High-saliency cutout M4,8,4.0,best_validation_accuracy,Best validation accuracy,positive means High-saliency cutout M8 is higher than High-saliency cutout M4,3,42;43;44,,-0.005798000000000044,0.00013746516100000047,0.011724553765495745,0.006769174272637209,-0.0349234061634077,0.023327406163407612,-0.017299000000000064,0.006137999999999977,0.006137999999999977,-0.006233000000000044,-0.017299000000000064,42:0.0061380000;43:-0.0062330000;44:-0.0172990000
RawMal-TF,resnet18,m8_minus_m4,M8 minus M4,High-saliency cutout,cam_high,,0.1,High-saliency cutout M8,High-saliency cutout M4,8,4.0,final_validation_accuracy,Final validation accuracy,positive means High-saliency cutout M8 is higher than High-saliency cutout M4,3,42;43;44,,-0.002531333333333293,0.0002607137563333322,0.016146632972026464,0.009322262892905567,-0.04264179321844401,0.03757912655177742,-0.02109699999999992,0.008234999999999992,0.00526800000000005,0.008234999999999992,-0.02109699999999992,42:0.0052680000;43:0.0082350000;44:-0.0210970000
RawMal-TF,resnet18,m8_minus_m4,M8 minus M4,High-saliency cutout,cam_high,,0.1,High-saliency cutout M8,High-saliency cutout M4,8,4.0,maximum_validation_drawdown,Maximum validation drawdown,positive means High-saliency cutout M8 is higher than High-saliency cutout M4,3,42;43;44,,0.06117933333333329,0.06490318094533332,0.254761027131964,0.14708634759366498,-0.5716821416732281,0.6940408083398946,-0.17175200000000007,0.3332419999999999,0.022048000000000012,0.3332419999999999,-0.17175200000000007,42:0.0220480000;43:0.3332420000;44:-0.1717520000
RawMal-TF,resnet18,m8_minus_m4,M8 minus M4,High-saliency cutout,cam_high,,0.1,High-saliency cutout M8,High-saliency cutout M4,8,4.0,validation_aulc,Normalized validation AULC,positive means High-saliency cutout M8 is higher than High-saliency cutout M4,3,42;43;44,,-0.007473075757575757,3.703239707861233e-06,0.0019243803438668858,0.001111041509554771,-0.012253501541706336,-0.002692649973445178,-0.009297202020202011,-0.005462075757575846,-0.005462075757575846,-0.009297202020202011,-0.007659949494949414,42:-0.0054620758;43:-0.0092972020;44:-0.0076599495
RawMal-TF,resnet18,m8_minus_m4,M8 minus M4,High-saliency cutout,cam_high,,0.2,High-saliency cutout M8,High-saliency cutout M4,8,4.0,best_to_final_degradation,Best-to-final degradation,positive means High-saliency cutout M8 is higher than High-saliency cutout M4,3,42;43;44,,0.00219566666666667,7.018577333333306e-06,0.0026492597708290717,0.001529550841841411,-0.004385459438520365,0.008776792771853704,-0.0008029999999999982,0.004218999999999973,0.003171000000000035,-0.0008029999999999982,0.004218999999999973,42:0.0031710000;43:-0.0008030000;44:0.0042190000
RawMal-TF,resnet18,m8_minus_m4,M8 minus M4,High-saliency cutout,cam_high,,0.2,High-saliency cutout M8,High-saliency cutout M4,8,4.0,best_validation_accuracy,Best validation accuracy,positive means High-saliency cutout M8 is higher than High-saliency cutout M4,3,42;43;44,,0.0006986666666666622,6.509681333333434e-06,0.002551407716013541,0.001473055931652906,-0.00563938145897171,0.007036714792305035,-0.0017420000000000213,0.0033480000000000176,0.0033480000000000176,0.0004899999999999904,-0.0017420000000000213,42:0.0033480000;43:0.0004900000;44:-0.0017420000
RawMal-TF,resnet18,m8_minus_m4,M8 minus M4,High-saliency cutout,cam_high,,0.2,High-saliency cutout M8,High-saliency cutout M4,8,4.0,final_validation_accuracy,Final validation accuracy,positive means High-saliency cutout M8 is higher than High-saliency cutout M4,3,42;43;44,,-0.0014970000000000077,1.5256835999999913e-05,0.003905999999999989,0.002255130151454672,-0.011200041902461677,0.008206041902461663,-0.005960999999999994,0.0012929999999999886,0.00017699999999998273,0.0012929999999999886,-0.005960999999999994,42:0.0001770000;43:0.0012930000;44:-0.0059610000
RawMal-TF,resnet18,m8_minus_m4,M8 minus M4,High-saliency cutout,cam_high,,0.2,High-saliency cutout M8,High-saliency cutout M4,8,4.0,maximum_validation_drawdown,Maximum validation drawdown,positive means High-saliency cutout M8 is higher than High-saliency cutout M4,3,42;43;44,,0.1441543333333333,0.023557261490333332,0.15348374992269812,0.08861388433410297,-0.23712043800483676,0.5254291046715034,-0.03145500000000001,0.252654,0.21126399999999995,0.252654,-0.03145500000000001,42:0.2112640000;43:0.2526540000;44:-0.0314550000
RawMal-TF,resnet18,m8_minus_m4,M8 minus M4,High-saliency cutout,cam_high,,0.2,High-saliency cutout M8,High-saliency cutout M4,8,4.0,validation_aulc,Normalized validation AULC,positive means High-saliency cutout M8 is higher than High-saliency cutout M4,3,42;43;44,,-0.0019440235690236414,8.822068566072661e-06,0.0029701967217800004,0.0017148438768658273,-0.009322401257192027,0.005434354119144744,-0.0047897020202020135,0.001136722222222053,-0.0047897020202020135,-0.002179090909090964,0.001136722222222053,42:-0.0047897020;43:-0.0021790909;44:0.0011367222
RawMal-TF,resnet18,m8_minus_m4,M8 minus M4,High-saliency cutout,cam_high,,0.3,High-saliency cutout M8,High-saliency cutout M4,8,4.0,best_to_final_degradation,Best-to-final degradation,positive means High-saliency cutout M8 is higher than High-saliency cutout M4,3,42;43;44,,0.0014199999999999768,7.723758999999848e-06,0.002779165162418356,0.001604551754644668,-0.0054838289874058295,0.008323828987405784,-0.001674999999999982,0.003701999999999983,0.003701999999999983,0.0022329999999999295,-0.001674999999999982,42:0.0037020000;43:0.0022330000;44:-0.0016750000
RawMal-TF,resnet18,m8_minus_m4,M8 minus M4,High-saliency cutout,cam_high,,0.3,High-saliency cutout M8,High-saliency cutout M4,8,4.0,best_validation_accuracy,Best validation accuracy,positive means High-saliency cutout M8 is higher than High-saliency cutout M4,3,42;43;44,,0.001279333333333336,1.8313002333333538e-05,0.004279369385006807,0.0024706950663955234,-0.009351209538871681,0.011909876205538352,-0.0036610000000000253,0.003838000000000008,0.003838000000000008,-0.0036610000000000253,0.0036610000000000253,42:0.0038380000;43:-0.0036610000;44:0.0036610000
RawMal-TF,resnet18,m8_minus_m4,M8 minus M4,High-saliency cutout,cam_high,,0.3,High-saliency cutout M8,High-saliency cutout M4,8,4.0,final_validation_accuracy,Final validation accuracy,positive means High-saliency cutout M8 is higher than High-saliency cutout M4,3,42;43;44,,-0.00014066666666664082,3.158563333333312e-05,0.00562010972609371,0.0032447718632354376,-0.014101793181955891,0.013820459848622608,-0.005893999999999955,0.005336000000000007,0.000136000000000025,-0.005893999999999955,0.005336000000000007,42:0.0001360000;43:-0.0058940000;44:0.0053360000
RawMal-TF,resnet18,m8_minus_m4,M8 minus M4,High-saliency cutout,cam_high,,0.3,High-saliency cutout M8,High-saliency cutout M4,8,4.0,maximum_validation_drawdown,Maximum validation drawdown,positive means High-saliency cutout M8 is higher than High-saliency cutout M4,3,42;43;44,,-0.06121633333333332,0.000718055296333334,0.026796553814498872,0.015470997558155218,-0.12778266321138054,0.005349996544713895,-0.084536,-0.03194399999999997,-0.03194399999999997,-0.06716899999999998,-0.084536,42:-0.0319440000;43:-0.0671690000;44:-0.0845360000
