epoch,lr,train_loss,train_acc1,train_precision,train_recall,train_f1,eval_loss,eval_acc1,eval_precision,eval_recall,eval_f1,eval_split
125,0.03303191,0.002915,0.999655,0.999654,0.999652,0.999653,1.191601,0.749249,0.749100,0.751121,0.746601,val
126,0.03227653,0.002925,0.999754,0.999753,0.999752,0.999753,1.164947,0.749425,0.748899,0.751374,0.747328,val
127,0.03152575,0.002446,0.999852,0.999850,0.999852,0.999851,1.166152,0.748381,0.747145,0.749820,0.745759,val
128,0.03077976,0.002477,0.999803,0.999802,0.999801,0.999802,1.163033,0.747296,0.746645,0.749180,0.744536,val
129,0.03003877,0.002783,0.999680,0.999677,0.999678,0.999678,1.160018,0.748006,0.748431,0.749862,0.746061,val
130,0.02930295,0.003033,0.999655,0.999654,0.999654,0.999654,1.153483,0.750235,0.751395,0.752746,0.748624,val
131,0.02857252,0.002459,0.999852,0.999852,0.999852,0.999852,1.127413,0.752463,0.753882,0.754876,0.751597,val
132,0.02784764,0.002763,0.999729,0.999727,0.999726,0.999727,1.139166,0.748164,0.747508,0.750203,0.745854,val
133,0.02712851,0.002282,0.999827,0.999826,0.999827,0.999826,1.131303,0.750669,0.751266,0.753008,0.749097,val
134,0.02641532,0.002458,0.999827,0.999826,0.999825,0.999826,1.129773,0.753865,0.755200,0.755831,0.752661,val
135,0.02570826,0.002426,0.999729,0.999726,0.999728,0.999727,1.120703,0.753648,0.753905,0.756015,0.752066,val
136,0.02500750,0.002429,0.999803,0.999802,0.999803,0.999803,1.119232,0.754141,0.754182,0.756137,0.752222,val
137,0.02431323,0.002201,0.999877,0.999875,0.999877,0.999876,1.124553,0.751695,0.751130,0.753759,0.749464,val
138,0.02362563,0.002436,0.999778,0.999777,0.999776,0.999776,1.111269,0.752880,0.753327,0.754835,0.751471,val
139,0.02294487,0.002473,0.999754,0.999752,0.999751,0.999752,1.109733,0.754458,0.753884,0.756573,0.752338,val
140,0.02227114,0.002512,0.999803,0.999802,0.999801,0.999802,1.110169,0.751044,0.751735,0.753395,0.749516,val
141,0.02160460,0.002459,0.999803,0.999802,0.999803,0.999802,1.099333,0.754024,0.753538,0.756198,0.752098,val
142,0.02094544,0.002520,0.999729,0.999728,0.999725,0.999727,1.100327,0.754399,0.753426,0.755987,0.751826,val
143,0.02029382,0.002360,0.999852,0.999850,0.999851,0.999850,1.096965,0.756469,0.757877,0.758651,0.755009,val
144,0.01964991,0.002783,0.999778,0.999777,0.999776,0.999777,1.100427,0.752246,0.753314,0.755250,0.751253,val
145,0.01901388,0.002464,0.999827,0.999827,0.999827,0.999827,1.087080,0.757554,0.757593,0.759218,0.755515,val
146,0.01838589,0.002287,0.999827,0.999826,0.999828,0.999827,1.094111,0.755701,0.755687,0.757357,0.753264,val
147,0.01776611,0.002346,0.999754,0.999753,0.999751,0.999752,1.088951,0.755818,0.756035,0.757943,0.754147,val
148,0.01715470,0.002411,0.999803,0.999801,0.999802,0.999801,1.089943,0.756686,0.756381,0.758359,0.754518,val
149,0.01655182,0.002225,0.999852,0.999851,0.999850,0.999850,1.089105,0.754024,0.753514,0.755743,0.752011,val
150,0.01595761,0.002264,0.999877,0.999876,0.999875,0.999875,1.090714,0.752721,0.752366,0.754394,0.750557,val
151,0.01537225,0.002541,0.999754,0.999752,0.999751,0.999752,1.082657,0.758030,0.757379,0.759270,0.755844,val
152,0.01479587,0.002214,0.999852,0.999850,0.999851,0.999850,1.083651,0.756035,0.756190,0.758000,0.754266,val
153,0.01422863,0.002242,0.999827,0.999828,0.999826,0.999827,1.083698,0.757179,0.757729,0.759800,0.755933,val
154,0.01367068,0.002265,0.999865,0.999902,0.999901,0.999902,1.086968,0.756686,0.756532,0.759183,0.754819,val
155,0.01312215,0.002325,0.999926,0.999927,0.999926,0.999926,1.084388,0.752839,0.752898,0.754826,0.750827,val
156,0.01258321,0.002306,0.999827,0.999827,0.999826,0.999826,1.081625,0.754675,0.755186,0.756346,0.753054,val
157,0.01205397,0.002261,0.999803,0.999803,0.999802,0.999803,1.083088,0.756528,0.756888,0.758504,0.755153,val
158,0.01153458,0.002117,0.999877,0.999876,0.999877,0.999877,1.084227,0.755543,0.755859,0.757074,0.753738,val
159,0.01102518,0.002118,0.999901,0.999900,0.999900,0.999900,1.073712,0.755660,0.756331,0.758011,0.754474,val
160,0.01052590,0.002126,0.999926,0.999925,0.999926,0.999925,1.075625,0.759883,0.759937,0.761713,0.758041,val
161,0.01003686,0.002154,0.999877,0.999877,0.999875,0.999876,1.083938,0.756569,0.756374,0.758604,0.754470,val
162,0.00955820,0.002246,0.999803,0.999801,0.999803,0.999802,1.078221,0.759549,0.759440,0.761158,0.757627,val
163,0.00909003,0.002051,0.999926,0.999927,0.999925,0.999926,1.074476,0.758422,0.758577,0.760130,0.756609,val
164,0.00863248,0.002119,0.999852,0.999851,0.999850,0.999850,1.075875,0.756194,0.755339,0.757995,0.754014,val
165,0.00818568,0.002045,0.999877,0.999877,0.999876,0.999877,1.082187,0.754733,0.754617,0.756714,0.752505,val
166,0.00774972,0.002010,0.999852,0.999852,0.999851,0.999851,1.080741,0.755701,0.755182,0.757449,0.753421,val
167,0.00732474,0.002077,0.999852,0.999852,0.999852,0.999852,1.071559,0.759824,0.760140,0.761597,0.758049,val
168,0.00691083,0.002145,0.999852,0.999851,0.999852,0.999851,1.078818,0.756352,0.755936,0.758288,0.754345,val
169,0.00650810,0.002044,0.999901,0.999901,0.999901,0.999901,1.076401,0.757713,0.757222,0.759696,0.756046,val
170,0.00611667,0.002036,0.999852,0.999852,0.999850,0.999851,1.074462,0.758305,0.757424,0.759916,0.756009,val
171,0.00573663,0.001915,0.999951,0.999950,0.999950,0.999950,1.078055,0.758205,0.758519,0.760073,0.756488,val
172,0.00536807,0.001951,0.999926,0.999928,0.999925,0.999926,1.078691,0.754833,0.754203,0.756719,0.752556,val
173,0.00501111,0.002028,0.999852,0.999852,0.999852,0.999852,1.075514,0.758581,0.758773,0.760175,0.756823,val
174,0.00466582,0.001983,0.999901,0.999900,0.999900,0.999900,1.075948,0.758030,0.758003,0.759868,0.756049,val
175,0.00433229,0.001979,0.999975,0.999975,0.999975,0.999975,1.075900,0.757496,0.758184,0.759111,0.755760,val
176,0.00401063,0.001930,0.999901,0.999901,0.999901,0.999901,1.075592,0.757496,0.756827,0.759303,0.755350,val
177,0.00370090,0.001990,0.999926,0.999926,0.999925,0.999926,1.075793,0.757220,0.756712,0.759002,0.755317,val
178,0.00340319,0.002015,0.999901,0.999901,0.999901,0.999901,1.083332,0.756727,0.756146,0.758641,0.754446,val
179,0.00311757,0.001869,0.999951,0.999950,0.999950,0.999950,1.072102,0.757871,0.757981,0.759441,0.756113,val
180,0.00284413,0.001942,0.999901,0.999902,0.999901,0.999901,1.078820,0.758305,0.758741,0.760219,0.756411,val
181,0.00258292,0.001909,0.999901,0.999901,0.999901,0.999901,1.074172,0.758522,0.758328,0.760312,0.756685,val
182,0.00233402,0.001891,0.999951,0.999951,0.999950,0.999950,1.077784,0.757062,0.756820,0.758812,0.755102,val
183,0.00209750,0.001936,0.999926,0.999926,0.999925,0.999926,1.079093,0.757812,0.757599,0.759781,0.755784,val
184,0.00187341,0.001933,0.999901,0.999901,0.999901,0.999901,1.073333,0.756944,0.756833,0.758088,0.754614,val
185,0.00166181,0.001966,0.999877,0.999876,0.999876,0.999876,1.076009,0.757930,0.757938,0.759822,0.756010,val
186,0.00146276,0.001922,0.999901,0.999901,0.999901,0.999901,1.072787,0.758681,0.758209,0.760059,0.756523,val
187,0.00127631,0.001908,0.999926,0.999926,0.999927,0.999926,1.072184,0.759173,0.759553,0.760897,0.757399,val
188,0.00110251,0.001875,0.999901,0.999902,0.999901,0.999901,1.079752,0.757279,0.757231,0.759339,0.755259,val
189,0.00094140,0.001936,0.999901,0.999901,0.999901,0.999901,1.073993,0.758247,0.757499,0.759579,0.755888,val
190,0.00079302,0.001953,0.999926,0.999926,0.999925,0.999926,1.074305,0.759332,0.759510,0.760962,0.757385,val
191,0.00065742,0.001893,0.999951,0.999951,0.999951,0.999951,1.072696,0.759824,0.759562,0.761308,0.757846,val
192,0.00053463,0.001924,0.999926,0.999926,0.999925,0.999926,1.074356,0.759924,0.758959,0.761126,0.757376,val
193,0.00042467,0.001909,0.999926,0.999926,0.999926,0.999926,1.073438,0.758364,0.758041,0.760022,0.756328,val
194,0.00032759,0.001891,0.999877,0.999876,0.999878,0.999877,1.073030,0.759549,0.758929,0.760942,0.757347,val
195,0.00024339,0.001831,0.999926,0.999926,0.999926,0.999926,1.079995,0.758305,0.758560,0.760062,0.756190,val
196,0.00017212,0.001890,0.999951,0.999950,0.999951,0.999950,1.077401,0.756845,0.757074,0.758831,0.755039,val
197,0.00011378,0.001902,0.999901,0.999900,0.999901,0.999901,1.076482,0.756252,0.756516,0.758494,0.754588,val
198,0.00006838,0.001890,0.999901,0.999900,0.999901,0.999901,1.079377,0.756628,0.756767,0.758449,0.754654,val
199,0.00003595,0.001935,0.999926,0.999925,0.999927,0.999926,1.071084,0.759666,0.759134,0.761233,0.757456,val
200,0.00001649,0.001866,0.999951,0.999951,0.999951,0.999951,1.070988,0.757003,0.755941,0.758730,0.754608,val
